GEOID10,avgReleasesLb_10yr
08007940400,4.929975
08021974800,899.9605263
08067940300,264.7905885
08071000300,0
08067940400,2332.008059
08023972700,12169.33333
08071000400,0
08071000500,0
08071000200,0
08083941100,0.7
08007974300,4.929975
08071000100,0
08021974900,888.2727273
08071000800,0
08007974400,0
08067971100,4.70029475
08007974200,4.929975
08067970600,4.70029475
08067970701,4.255817556
08067971000,4.70029475
08067970800,4.70029475
08067970703,4.70029475
08067970900,4.70029475
08009964700,0
08083969400,0.7
08083969400,0.7
08083969100,4.063201143
08083969300,0.7
08009964700,0
08023972600,924.2837838
08067970704,4.70029475
08003960300,888.2727273
08083969000,0.7
08003960300,888.2727273
08083969200,0.7
08003960100,888.2727273
08105976700,430.9324324
08003960000,430.9324324
08055960900,0
08055960600,0
08105977000,430.9324324
08105976800,430.9324324
08033000100,0.7
08109977700,430.9324324
08079973600,0
08111972600,0
08113968102,0
08113968101,0
08101002804,32257.69978
08113968103,0
08089968600,210.9481481
08089968300,210.9481481
08053973100,0
08089968200,212.9196262
08089968500,210.9481481
08099000600,4811.724861
08089968100,212.9196262
08109977600,0
08099000700,4811.724861
08089968400,212.9196262
08011966700,2051.258833
08099000300,4811.724861
08099000200,4811.724861
08113968200,10402.2343
08089968000,46384.19468
08027970100,32677.36065
08091967600,0
08101002806,31987.79446
08099000100,4811.724861
08025969600,520.3186441
08101003200,31910.58726
08101002808,35341.67345
08101002801,35310.17463
08101003106,35581.13928
08101002300,35310.17463
08101002700,35310.17463
08101002200,35310.17463
08101002600,35310.17463
08101002400,35310.17463
08101002807,35310.17463
08101003104,35549.19929
08101003105,35581.13928
08101002100,35310.17463
08101002500,35310.17463
08085966100,10402.2343
08101003103,35310.17463
08101001700,35310.17463
08101002000,35310.17463
08101001900,35310.17463
08101002802,35310.17463
08101001800,35310.17463
08101001500,35310.17463
08101001400,35310.17463
08101001600,35310.17463
08101001200,35310.17463
08101003001,35549.19929
08101003500,35310.17463
08101001100,35310.17463
08101000800,35310.17463
08101000600,35310.17463
08101001000,35310.17463
08101000300,35310.17463
08101002901,35310.17463
08101000200,35310.17463
08101000500,35310.17463
08101000902,35310.17463
08101000400,35310.17463
08101003600,35549.19929
08101000904,35310.17463
08101002917,35045.618
08101000100,35310.17463
08101000905,35310.17463
08101002916,37113.62771
08101002911,37113.62771
08101002915,37113.62771
08101000903,35310.17463
08101002914,37113.62771
08101003004,35310.17463
08101002903,37412.1908
08101002912,37113.62771
08101002913,35771.3571
08101002906,35221.03349
08043980200,106644.9264
08043979400,111506.3382
08101002918,32486.9579
08043978200,111325.9072
08043979200,304647.5043
08043979000,20282.73484
08043979100,137178.9564
08085966501,0
08043980300,127002.1754
08043978800,304647.5043
08043978100,66507.38838
08043980100,304647.5043
08043978400,136896.6952
08043978600,304647.5043
08085966602,0
08043978300,200789.2356
08043978500,201397.6878
08101980100,61730.62944
08085966502,0
08085966400,0
08085966601,0
08061960100,4811.724861
08085966300,0
08085966503,0
08015000200,0
08015000100,0
08051963700,0
08051963600,0
08015000300,0
08085966202,0
08085966201,0
08041004511,57615.28927
08041004403,71163.10151
08041004508,62747.75365
08041004510,63151.22052
08119010202,90594.87248
08041004503,78050.44142
08029965100,0
08041003306,76637.18182
08041004507,78050.44142
08041004506,78050.44142
08029964900,2040.4571
08041004402,78227.89187
08041004401,78227.89187
08029965100,21799.90944
08041004300,78860.92947
08041004200,78860.92947
08051963900,2040.4571
08041004100,78860.92947
08041003305,78227.89187
08119010201,90594.87248
08041004502,78860.92947
08041003308,78860.92947
08041004501,78860.92947
08041004603,22523.48354
08041003307,84516.53239
08041003307,84516.53239
08041004009,78860.92947
08029965000,2040.4571
08041006502,81624.83673
08041003100,93901.63143
08041004602,30147.3141
08041006501,98535.17652
08041006400,98535.17652
08041005400,98535.17652
08041002900,93901.63143
08041005300,98535.17652
08041003000,93901.63143
08041002502,93901.63143
08041002501,93901.63143
08041002800,98535.17652
08041005201,98535.17652
08017960600,0
08041006301,98535.17652
08041006302,98535.17652
08041005202,98535.17652
08041002300,98535.17652
08015000402,0
08041004008,98535.17652
08041002102,98535.17652
08041002700,98535.17652
08041002200,98535.17652
08041006200,98535.17652
08041002400,98535.17652
08041006100,98535.17652
08041002101,98535.17652
08029964700,11920.18327
08041001500,98535.17652
08041001400,98535.17652
08015000401,0
08041001800,98535.17652
08041001700,98535.17652
08041001600,98535.17652
08041001900,98535.17652
08041006000,98535.17652
08041001301,98535.17652
08041005000,98535.17652
08041002000,98535.17652
08041000800,98535.17652
08041000900,98535.17652
08041000700,98535.17652
08041001302,98535.17652
08041006700,98535.17652
08041005900,98535.17652
08041005111,98535.17652
08041001000,98535.17652
08051963800,0.00006
08041005110,98535.17652
08041006600,98535.17652
08041000102,98535.17652
08029964600,2040.4571
08041000500,98535.17652
08041000600,98535.17652
08041001104,98535.17652
08041000400,98535.17652
08093000500,612880.3337
08041001101,98535.17652
08041005602,98535.17652
08041005700,98535.17652
08041005108,98535.17652
08041000301,98535.17652
08041005602,98535.17652
08041000101,98535.17652
08041007900,98535.17652
08041005502,98535.17652
08041000203,98535.17652
08041008000,98535.17652
08041000302,98535.17652
08041005601,98535.17652
08041005109,98535.17652
08041004601,27753.73287
08041000202,98535.17652
08041003400,98535.17652
08041007800,98535.17652
08041004901,98535.17652
08119010106,108002.0747
08041005501,98535.17652
08041005105,98535.17652
08041004800,98535.17652
08041003709,98535.17652
08029965200,11920.18327
08041003708,98535.17652
08041005107,98535.17652
08041004902,98535.17652
08041007700,97486.93259
08041005106,98535.17652
08041004703,98535.17652
08041004701,97486.93259
08041004705,98535.17652
08041003706,97357.46787
08041004702,97486.93259
08041005104,27447.40921
08041003707,92169.40815
08041004706,97486.93259
08041006801,92169.40815
08041003702,92169.40815
08041003905,92169.40815
08041003702,92169.40815
08041006902,91276.23443
08041006901,91276.23443
08041006802,90712.10443
08041003906,90712.10443
08041007101,90712.10443
08041007102,89823.85863
08041007000,89823.85863
08041007601,25350.29548
08041003801,90688.31756
08119010104,91252.29963
08119010105,108002.0747
08077001900,5190.678667
08041003902,25350.29548
08119010103,98195.09422
08041003802,89823.85863
08041007201,89823.85863
08041007602,25071.33765
08077001302,5190.678667
08041003909,19468.07012
08041007202,88630.54724
08077001301,5190.678667
08073961800,0
08077001200,5190.678667
08041007500,25071.33765
08077001404,5190.678667
08077000800,5190.678667
08077001403,5190.678667
08077000200,5190.678667
08077001706,5190.678667
08077001707,5190.678667
08077000700,5190.678667
08041007300,88630.54724
08077000300,5190.678667
08077000602,5190.678667
08077000500,5190.678667
08077000400,5190.678667
08077001705,5190.678667
08077000601,5190.678667
08077001101,5190.678667
08077001102,5190.678667
08077000900,5190.678667
08077001402,5190.678667
08077001703,5190.678667
08041003701,89631.99359
08077001001,5190.678667
08077001002,5190.678667
08077001702,5190.678667
08041007400,15827.68441
08077001600,5190.678667
08077001501,5190.678667
08097000402,77.36717857
08077001502,5190.678667
08097000401,77.36717857
08039961100,2405.45
08093000400,261098.3156
08077001800,4232.378239
08065961700,245739.5912
08097000500,60.62672579
08035014404,8010.758423
08065961700,253186.2455
08093000300,238718.6101
08073961700,0
08039961209,2014.206037
08097000100,60.62672579
08035014506,3205.008537
08035014300,3031.764188
08035014403,2672.035005
08035014602,3867.857997
08063962100,30091.28125
08063962200,0
08063962300,0
08039961208,2169.56677
08039961205,679.351985
08035014505,2185.687087
08035014604,2210.611691
08035014504,3519.849898
08035014603,2594.007748
08037000302,57.5953895
08039961207,3511.273475
08035014406,5397.714106
08035014503,3383.716338
08037000301,57.5954025
08045951803,89.70317794
08039961206,2550.734283
08035014406,5388.233394
08045951804,89.70317794
08035014202,5343.89387
08093000200,10594.30077
08035014123,4921.426072
08035014013,3276.295854
08035013909,3303.214753
08045952100,5553.470004
08035014012,4834.808244
08059012058,5903.678595
08035013908,3061.416121
08035014122,4802.354403
08045951802,42.35983403
08035014203,4819.35858
08117000401,462133.087
08035014204,4729.76705
08093000100,49535.19409
08035014127,4802.354403
08035013907,4802.354403
08117000402,462133.087
08035014125,4802.354403
08035013911,3441.3549
08059012037,5768.217338
08035014006,4802.354403
08039961204,3178.469074
08035013910,4829.813863
08035014135,4729.76705
08035013905,4802.354403
08035014009,4775.205553
08035014134,4731.767545
08059012036,4744.52296
08035014137,4731.767545
08045951701,42.35983403
08035013904,4988.264998
08035014008,4988.264998
08035014124,4728.457404
08035014140,4914.634582
08035014011,4923.727338
08035014132,4712.418872
08035014129,4686.408564
08035014136,4891.622543
08035014010,4988.264998
08035013901,4988.264998
08035014128,4684.976477
08045952002,35.81132566
08035014133,4863.327183
08045951702,42.35983403
08045951901,42.06155845
08059012033,4668.104064
08035014005,4940.988547
08035014007,4923.727338
08035014130,4684.976477
08035014115,4911.089716
08035014126,4863.327183
08035014113,4891.622543
08035014109,4863.327183
08035014116,4914.634582
08035014112,4863.327183
08035014108,4863.327183
08035014139,4863.327183
08035014114,4860.366288
08045952001,35.81132566
08035014131,4863.327183
08035014001,4904.068721
08035014110,4857.410726
08035014138,4844.151188
08035014107,4863.327183
08059012032,4616.444853
08037000600,317936.5681
08059012057,4690.580722
08059012031,17805.98683
08059012055,4829.270613
08117000300,450930.9867
08059012060,4651.77846
08045951600,43.57011329
08005005632,4844.151188
08005005630,4844.151188
08059012024,4651.77846
08005005631,4844.151188
08005006708,4833.888584
08005005634,4857.410726
08059012059,4829.270613
08005006709,4833.888584
08005005629,4833.888584
08059012053,4829.270613
08059012035,5127.269146
08045951902,42.06155845
08005086600,4957.049764
08005005633,4844.151188
08005006856,4836.815578
08005086400,4940.478177
08005086300,4892.32849
08005086700,4957.049764
08059012022,5168.906729
08059012023,5233.998837
08005005624,4833.888584
08005006707,4880.544153
08059012051,5335.79801
08005005627,4833.888584
08059012052,5267.021494
08005005626,4833.888584
08005086500,4940.478177
08005005628,4826.584643
08005005625,4833.888584
08005006706,4880.544153
08005005623,4810.343716
08005005622,5321.598666
08005007107,5004.621941
08005006603,4794.464322
08059012047,5116.185589
08005085300,4940.478177
08005005621,5193.872883
08005006713,4879.074995
08005006815,4882.01334
08059012048,5158.705898
08005005611,4880.544153
08059012044,5116.185589
08005006711,4879.074995
08005085200,4907.065797
08059012049,5145.649555
08005005635,4879.074995
08005005614,4880.544153
08059012045,5116.185589
08005085100,4864.442753
08005006855,4855.698998
08059012046,5110.473967
08059012034,4954.190335
08005085000,4855.698998
08059012030,15509.47279
08005006502,5225.697364
08005006604,5279.097214
08005086100,4907.065797
08005006857,4852.792245
08005085600,4864.442753
08037000502,317936.5681
08005006858,4852.792245
08005086000,4908.547362
08005006501,5177.388403
08117000200,453680.5659
08005084900,4855.698998
08005006808,4855.698998
08059012042,5110.473967
08005005636,4852.792245
08005085500,4855.698998
08005006712,4852.792245
08059012043,5110.473967
08005005612,5211.846964
08059012054,5097.669327
08005005619,5129.410644
08005006601,5175.942609
08059012050,5087.754831
08005086200,4864.442753
08059012026,14765.69289
08005005620,5129.410644
08005085400,4864.442753
08005007106,4912.036189
08059012050,5087.754831
08005083700,4855.698998
08005081700,4855.698998
08037000701,317936.5681
08059012027,4974.076286
08037000501,312889.9559
08005084800,4855.698998
08005006400,5102.610139
08005085700,4855.698998
08031006804,4852.792245
08031012014,5082.41114
08031006701,5359.783461
08059012039,5014.152456
08005006300,5102.610139
08005085900,4864.442753
08059012041,5052.673197
08005005553,5102.610139
08031005503,5127.992504
08059012038,5014.152456
08005083600,4855.698998
08005006705,5102.610139
08005084600,4855.698998
08005085800,4855.698998
08037000702,459280.4136
08005006854,4852.792245
08037000200,52.35945045
08005006200,5102.610139
08037000701,427609.41
08037000402,196598.977
08005006704,5168.268675
08037000503,317936.5681
08005084200,4855.698998
08059980400,5045.912316
08031006809,5317.229805
08005083900,4855.698998
08005084400,4855.698998
08005084700,4855.698998
08031006810,5359.783461
08031005502,5019.983375
08005006100,5102.610139
08005083200,4864.442753
08005083800,4922.53811
08031012001,5019.983375
08005084000,4922.53811
08005006000,5102.610139
08037000403,52.35945045
08031004004,5168.268675
08059015900,5037.691987
08117000100,450930.9867
08005084100,4922.53811
08005084300,4922.53811
08005005552,5019.983375
08037000401,312889.9559
08059011904,5013.201447
08005005951,5097.302983
08005005952,5102.610139
08005084500,4922.53811
08031007006,5407.503938
08031011902,4981.543266
08059011729,4981.543266
08059011730,4981.543266
08031006814,5366.069741
08031006811,5238.634662
08031006812,5150.121463
08005081600,4922.53811
08005005700,5019.983375
08031004003,5150.121463
08059011731,5005.662968
08005083400,4823.053912
08031004801,4981.543266
08005083000,4823.053912
08005082500,4922.53811
08031015700,5013.201447
08005083300,4841.048746
08031004002,5150.773585
08031015600,5013.201447
08005081500,4922.53811
08005005800,5019.983375
08005080400,5410.56861
08059009846,14585.72515
08031011903,4981.543266
08059009847,14618.63146
08031006812,5150.121463
08005087300,5150.121463
08031006813,5238.634662
08059011728,4981.543266
08031015600,4969.565203
08059011724,5007.010387
08031003004,5063.259732
08005080500,5410.56861
08031005300,5109.756199
08031004006,5063.259732
08059009848,14806.02944
08031003002,5056.65835
08005082400,4823.053912
08005083500,4823.053912
08031006901,5137.84953
08005083100,4823.053912
08059011951,4969.565203
08031004603,4969.565203
08005007101,48689.39706
08005081400,4823.053912
08059011726,4981.543266
08005080300,5242.898337
08031004700,4969.565203
08059011725,5005.662968
08059011727,4969.565203
08005080600,5321.19009
08005087200,5137.84953
08031001403,5025.726157
08005082300,4823.053912
08031004005,5048.284229
08005087100,5137.84953
08031003003,5017.692384
08031005104,5048.284229
08059011712,4981.543266
08031001402,5025.726157
08031005200,5054.816688
08031007013,5128.623611
08005082800,4823.053912
08059011804,4969.565203
08031003001,5017.692384
08005086900,5128.623611
08031005102,5048.284229
08005080200,5033.637463
08059011710,4969.565203
08005081200,5277.452836
08005082900,4823.053912
08031004601,5025.726157
08031004602,5017.692384
08059011702,4969.565203
08005081300,5277.452836
08059009845,14359.03738
08031003902,5017.692384
08019014700,17712.26863
08005082200,4804.14491
08005087000,5050.778165
08005082700,4810.843648
08005080700,5119.498303
08059011709,4955.009587
08005007103,3306.165081
08059011803,4955.009587
08005086800,5049.34279
08031001401,5017.692384
08031015500,5017.692384
08005007104,4823.053912
08005004951,5017.692384
08059011711,4955.009587
08031003402,5017.692384
08031005002,5048.284229
08031007088,4979.315123
08005081100,5160.407138
08005080100,5033.637463
08005080800,5036.22339
08031004503,4989.567265
08031004506,4989.567265
08005082600,4804.14491
08005082100,5277.452836
08031015300,5006.145764
08031002902,5003.58766
08031005001,5017.692384
08031015300,5006.145764
08031001302,4989.567265
08059011701,4929.228816
08031001301,4989.567265
08059011806,4974.360718
08031007037,4957.485457
08059011805,4974.360718
08059011708,4931.440474
08031002901,4989.567265
08031003901,5003.58766
08031007089,4956.379398
08059011723,4931.440474
08005080900,5036.22339
08031004505,4974.360718
08005080000,5006.383371
08031004504,4966.802956
08059011721,4931.440474
08031003401,4989.567265
08005082000,5156.316987
08059011733,4874.263333
08059011602,4924.463698
08005007704,4946.229914
08031001000,4924.463698
08031002803,4959.264057
08031002802,4951.752071
08059980000,4874.263333
08031000903,4924.463698
08059011202,4924.463698
08031004306,4898.911762
08059011721,4881.12685
08005081000,5036.22339
08031000902,4924.463698
08031003800,4959.264057
08031004303,4885.509275
08005007703,4942.622814
08031002100,4917.054776
08031004405,4898.911762
08059009850,14336.39361
08005007702,4997.449614
08059011732,4874.263333
08059011601,4924.463698
08037000100,63.99487056
08005007201,4898.911762
08031003203,4917.054776
08031002801,4917.054776
08005007105,4812.189808
08031003300,4830.511949
08059009849,4909.422612
08005007600,4936.394026
08031000904,4948.522742
08031002702,4917.054776
08031000905,4948.522742
08005007400,4898.911762
08059010901,4955.958539
08059010902,4948.522742
08005081800,4931.301584
08031004304,4843.597542
08031004301,4830.511949
08031002000,4948.522742
08031004302,4830.511949
08031001800,4948.522742
08005007202,4898.911762
08005007500,4930.1816
08031000800,4948.522742
08005081900,5016.888107
08059011100,4948.522742
08031001901,4948.522742
08059011550,4948.522742
08059010100,4905.699256
08031002701,4948.522742
08031003201,4877.329681
08031002703,4948.522742
08031003202,4877.329681
08031004404,4871.124542
08031003703,4830.511949
08031003702,4830.511949
08019014900,109825.4529
08005007301,4930.1816
08005007302,4885.509275
08031000701,4948.522742
08031000702,4948.522742
08001007802,4885.509275
08001007801,4843.597542
08031003701,4861.573283
08031001902,4948.522742
08031003102,4861.573283
08059010000,4957.764018
08019014800,19279.4887
08031002601,4877.329681
08059011401,4948.522742
08031002602,4877.329681
08001008309,5006.637138
08031004403,4830.511949
08059015800,4948.522742
08059009900,4956.463451
08031004202,4830.511949
08031004201,4861.573283
08059011402,4948.522742
08031001702,4948.522742
08001008308,4930.1816
08059009807,4954.717688
08001007900,4836.452077
08059011000,4948.522742
08001008100,4901.356839
08001008000,4871.124542
08031003101,4861.573283
08031002402,4861.573283
08059011300,4948.522742
08059010801,4954.717688
08031001701,4948.522742
08031000502,4948.522742
08031000600,4948.522742
08031002403,4931.776781
08031000501,4948.522742
08031004107,4931.776781
08031004103,4931.776781
08031002300,4931.776781
08031004104,4931.776781
08059009806,4935.736867
08031003603,4931.776781
08059010504,4954.717688
08001008200,4916.647464
08031001600,4931.776781
08031004106,4931.776781
08059010702,4948.522742
08001008353,5125.174043
08031000402,5019.918835
08059010701,4948.522742
08031001102,4947.727731
08031000303,5019.918835
08031000302,5019.918835
08031004102,4931.776781
08031003601,4931.776781
08031003602,4931.776781
08031004101,4931.776781
08059010503,4935.736867
08059010502,4996.915479
08031000301,5019.918835
08031000401,4931.776781
08059010603,4990.735767
08031001101,4931.776781
08031008391,5205.448887
08031008390,5013.145321
08031008312,4901.855669
08031000102,4990.735767
08031000202,4931.776781
08059010403,5006.834425
08031001500,4931.776781
08059010604,4996.915479
08031003500,4931.776781
08031008387,4901.855669
08001008402,3394.202175
08031008306,4901.855669
08031980100,4899.477395
08059009843,4986.161153
08031008388,4901.855669
08031015400,4919.596158
08031000201,4903.864373
08059010402,5047.884383
08031008389,4973.133233
08059009852,5047.884383
08031008386,4901.855669
08059010405,5011.374459
08059010406,4971.475556
08031008304,4901.855669
08031008305,4901.855669
08001009751,4886.292272
08001009752,4871.175703
08059010308,5011.374459
08059009842,5058.035981
08031980000,4901.855669
08001008709,4866.829222
08059010306,5021.263698
08059010305,5011.374459
08059010307,5011.374459
08059009851,5021.263698
08059010304,5011.374459
08059010212,5011.374459
08001009608,4892.630621
08059010213,4924.487997
08059009808,13818.33795
08059010211,5011.374459
08059009840,5021.263698
08001009606,4892.630621
08059009838,5021.263698
08001008705,4876.123244
08059010210,5021.263698
08059010303,5021.263698
08059009841,5021.263698
08001009607,4892.630621
08001009502,4892.630621
08059009839,5021.263698
08001008901,4850.410078
08001008706,4877.287553
08001009553,4892.630621
08059010209,4902.030483
08001008401,3666.918493
08001009501,4892.630621
08001009604,4892.630621
08001009308,4892.630621
08059009836,5021.263698
08059009837,5021.263698
08059010209,4902.030483
08001988700,4916.582632
08059010206,4988.055681
08059010205,5021.263698
08001015000,4892.630621
08001008801,4892.630621
08001009310,4892.630621
08001009307,4892.630621
08001009309,4902.030483
08001009306,4902.030483
08001009603,4902.030483
08001009002,4892.630621
08001008802,4892.630621
08059009835,4917.612031
08059009832,4902.030483
08001009401,4902.030483
08059009815,4988.055681
08059009833,4902.030483
08059009834,4902.030483
08001009001,4902.030483
08001009320,4902.030483
08001009318,4902.030483
08047013800,17636.74036
08059009830,4902.030483
08001009407,4902.030483
08001009319,4902.030483
08059009831,4902.030483
08001009101,4902.030483
08001009203,4902.030483
08001009202,4902.030483
08001009104,4902.030483
08059009828,4902.030483
08001009406,4902.030483
08001009316,4902.030483
08059009829,4988.055681
08059009827,4902.030483
08001009207,4902.030483
08001009304,4902.030483
08059009829,4902.030483
08001009103,4902.030483
08001009321,4902.030483
08001009411,4902.030483
08001009322,4902.030483
08001009204,4902.030483
08001009410,4902.030483
08001008539,4932.058553
08001009206,4902.030483
08059009823,4902.030483
08059009824,4902.030483
08001008538,4950.20062
08001008533,4896.151338
08001009327,4902.030483
08001009326,4902.030483
08001009409,4902.030483
08001008505,4902.030483
08059060400,4902.030483
08001008534,4896.151338
08001008535,4898.50062
08001009323,4896.151338
08001008537,4922.267184
08059060300,4902.030483
08001009325,4896.151338
08001008550,4896.151338
08001008507,4896.151338
08001008506,4896.151338
08001009408,4902.030483
08001008508,4896.151338
08001008536,4935.367675
08014030200,4902.030483
08014031100,4915.014284
08001008551,4909.103973
08001008547,4896.151338
08001008549,4909.103973
08014030000,4915.014284
08001008529,4896.151338
08001060200,4896.151338
08014030800,4909.103973
08013061400,4930.68116
08014030300,4909.103973
08001008546,4909.103973
08001008548,4932.981244
08014030700,4909.103973
08014030100,4909.103973
08014031200,4904.387223
08001008545,4917.522359
08013061300,4930.68116
08014030600,4893.804752
08001008526,4917.522359
08014030400,4880.932477
08001008524,4917.522359
08001008540,4924.644482
08001060100,4880.932477
08013060600,4945.969067
08014030900,4880.932477
08014030500,4904.516169
08001008544,4904.516169
08014031000,4908.056127
08014980300,4909.237368
08014980100,4909.237368
08001008523,5002.182966
08013060700,4942.533914
08014980200,4909.237368
08001060000,4909.237368
08013012510,4981.082347
08014031300,4909.237368
08013013006,4956.752288
08013013702,16222.56132
08001008541,4886.276964
08013012509,4990.050312
08013060900,4942.533914
08001008606,4981.40803
08121924200,2782.851212
08001008605,5202.814487
08013013005,4956.752288
08013012508,4983.836605
08013013004,4959.162573
08001008543,5167.506972
08049000202,576933.2345
08001008542,5178.832476
08013012505,5087.197485
08013060800,4942.235534
08001008603,5143.819968
08013012507,5091.126542
08001008604,5147.560613
08013012904,4956.432338
08013012501,5011.958052
08001061200,4933.400354
08013012905,4956.432338
08013012511,5068.860995
08014031400,4942.235534
08013012710,5008.727876
08013013003,4965.877382
08013012608,5078.679787
08013012607,5079.998583
08013012401,5121.979166
08013012903,4965.877382
08013012907,4952.677663
08123002008,4938.488328
08013012300,5107.740549
08013012603,5065.453837
08013012605,5110.453438
08013012201,5130.503295
08013012204,5121.099388
08013012202,5115.741188
08013012101,5173.787067
08103951100,2.887
08013012102,5117.079686
08013012707,4941.593095
08013012203,5095.714719
08123002006,5915.428353
08123001902,5137.215339
08013012800,5065.661015
08123002007,5107.932136
08013012103,5158.669565
08123002005,5956.778283
08125963100,2782.851212
08013012104,5308.118218
08013012105,5258.160671
08123001907,5965.292825
08049000100,463539.1369
08123002009,5916.5764
08013012709,4979.632461
08013012705,5078.436938
08013012701,5262.36134
08013012708,4984.234384
08123001908,5952.748102
08013013701,5264.917997
08103951200,147991.3876
08123002004,5942.134628
08123001905,5323.170066
08125963200,2782.851212
08123002015,5992.055683
08123002011,5992.055683
08013013205,5997.425888
08123002014,6062.241749
08123002502,5912.905569
08123002016,6101.654941
08123001906,4992.441225
08123002013,5832.3706
08123002012,5811.967231
08123002017,5811.967231
08013013211,5803.88639
08123002018,5842.493707
08123002010,5786.20119
08013013213,5720.85443
08049000201,613758.6181
08013013210,5812.072471
08123002021,5520.313071
08013013202,6144.347156
08013013212,5835.535232
08123002019,5807.241002
08123002020,5476.191151
08013013302,5946.061819
08013013402,5843.66644
08013013401,5909.183091
08013013307,6192.119261
08013013308,6117.807763
08013013507,6032.919144
08013013208,6216.494536
08013013503,6038.74383
08121924200,61200.3891
08013013508,6058.870713
08013013602,4081.411132
08013013506,6266.248379
08013013505,6266.248379
08013013306,6278.86287
08013013207,6435.588271
08013013305,6300.510533
08107000800,77779.55846
08087000200,62563.75764
08123001800,4819.470232
08013013601,6221.357189
08013013201,5686.952976
08123002103,5154.964004
08087000600,82321.41989
08087000800,82321.41989
08087000500,82321.41989
08087000400,82321.41989
08087000700,82321.41989
08087000300,82321.41989
08069002700,6440.947332
08069002600,6896.983356
08107000300,77779.55846
08123001700,6551.672703
08123002102,6460.725062
08087000100,82321.41989
08123002101,7010.1406
08069002802,4017.657534
08123001404,6891.102052
08069001903,7192.770405
08069002803,1631.441311
08069002008,6790.838164
08069002010,6826.537663
08069002011,6790.838164
08123001005,7336.52533
08123001006,7336.52533
08123001004,7481.959509
08123001405,7170.052316
08069002801,4072.624825
08069002005,6965.322135
08123001003,7336.52533
08123001406,6891.102052
08123000704,7481.959509
08123000900,7336.52533
08069002007,6965.322135
08069001704,6965.322135
08123001408,7309.513086
08123001100,7336.52533
08123001600,7601.345236
08123001409,7336.52533
08123000703,7585.317015
08123000800,7585.317015
08069001901,7003.177147
08123001407,6891.102052
08123000300,7585.317015
08123000705,7240.056249
08123000401,7585.317015
08069001808,7025.268826
08123000200,7177.90388
08123001202,7435.444442
08123001412,7264.051224
08069001902,7097.294334
08123001410,7435.444442
08069001706,10879.43633
08123001411,7435.444442
08123001201,7035.449452
08123000402,7177.90388
08123000701,7177.90388
08069001804,11022.13398
08123000100,7177.90388
08123001414,7035.449452
08123001413,7035.449452
08123000502,7177.90388
08123001300,7177.90388
08069001806,11300.65301
08123000501,7177.90388
08123001415,7035.449452
08123001416,7035.449452
08123001417,7035.449452
08069001707,11300.65301
08069001709,11280.49038
08069001807,11300.65301
08123000600,7251.494378
08123002210,11124.79496
08123002203,11124.06705
08107000700,77779.55846
08123002204,11273.58313
08069001809,11393.27508
08123002205,11719.30027
08123002206,11242.67331
08081000600,101109.5625
08107000500,77779.55846
08107000600,77779.55846
08123002207,12379.71431
08069001708,12005.26692
08123002203,12707.01914
08107000200,106834.1888
08069001608,12039.54257
08107000400,77779.55846
08069001009,12575.32762
08069001606,12575.32762
08069001010,12575.32762
08069001607,13175.17654
08069001114,12575.32762
08081000500,105697.6856
08081000400,105697.6856
08123001500,13070.19518
08081000400,105697.6856
08123002208,12896.49668
08069001008,13175.17654
08069001007,13175.17654
08069002501,13569.80901
08069001113,13175.17654
08069001109,13175.17654
08069001603,13569.80901
08069001605,13569.80901
08069001112,13569.80901
08069001004,13569.80901
08069001106,13569.80901
08069001107,13569.80901
08069001602,13569.80901
08069001003,13569.80901
08069000901,13569.80901
08069000902,13569.80901
08069001104,13971.23295
08069001110,13971.23295
08069001111,13971.23295
08069000802,13971.23295
08069000504,13971.23295
08069000506,13971.23295
08069000600,13971.23295
08069000801,13971.23295
08069000700,13971.23295
08069001601,13971.23295
08069000503,13971.23295
08069000505,13971.23295
08069002300,13971.23295
08069000201,13971.23295
08095967600,0
08069000100,13971.23295
08069000402,13971.23295
08069001306,14111.56184
08069000202,14111.56184
08069000401,14228.50811
08123002300,15557.24322
08069000300,14549.32961
08069001305,14549.32194
08069001307,14618.27608
08069001304,15119.61263
08075966300,1253.845054
08075966400,1253.845054
08075966100,1253.845054
08069001308,14873.84689
08107000100,77779.55846
08095967700,1235.896173
08075966100,1253.845054
08075966200,1253.845054
08069001301,15356.98215
08123002501,18169.18804
08069002402,21004.91389
08057955600,0
08069002502,86123.70887
08069002503,66824.81295
08069002401,30629.6504
08075965900,871.2525417
08115968300,0
